시점,월별,사고유형별1,사고유형별2,사고건수,사망자수,부상자수
2015,3월,차대차,충돌,6190,66,9998
2015,3월,차대차,기타/불명,3298,30,5113
2015,3월,차대차,진행중 추돌,2439,28,4381
2015,3월,차대차,주정차중 추돌,1586,19,3067
2015,3월,차량단독,전도/전복,148,17,178
2015,3월,차량단독,충돌,411,48,515
2015,3월,차량단독,추락,36,8,49
2015,3월,차량단독,기타이탈,27,1,38
2015,3월,차량단독,기타/불명,297,8,310
2015,4월,차대사람,횡단중,1746,63,1805
2015,4월,차대사람,차도통행중,414,19,416
2015,4월,차대사람,길가장자리구역통행중,438,10,463
2015,4월,차대사람,보도통행중,259,3,273
2015,4월,차대사람,기타/불명,1459,37,1524
2015,4월,차대차,충돌,6530,83,10589
2015,4월,차대차,기타/불명,3584,29,5539
2015,4월,차대차,진행중 추돌,2434,22,4577
2015,4월,차대차,주정차중 추돌,1593,16,3088
2015,4월,차량단독,전도/전복,129,9,155
2015,4월,차량단독,충돌,428,46,556
2015,4월,차량단독,추락,40,5,64
2015,4월,차량단독,기타이탈,28,6,46
2015,4월,차량단독,기타/불명,304,6,336
2015,5월,차대사람,횡단중,1787,66,1854
2015,5월,차대사람,차도통행중,418,18,430
2015,5월,차대사람,길가장자리구역통행중,450,11,458
2015,5월,차대사람,보도통행중,270,2,284
2015,5월,차대사람,기타/불명,1534,34,1575
2015,5월,차대차,충돌,6905,92,11376
2015,5월,차대차,기타/불명,4004,33,6110
2015,5월,차대차,진행중 추돌,2514,32,4579
2015,5월,차대차,주정차중 추돌,1603,10,3249
2015,5월,차량단독,전도/전복,216,18,255
2015,5월,차량단독,충돌,432,50,610
2015,5월,차량단독,추락,39,9,42
2015,5월,차량단독,기타이탈,35,4,74
2015,5월,차량단독,기타/불명,336,10,368
2015,6월,차대사람,횡단중,1431,51,1472
2015,6월,차대사람,차도통행중,397,16,401
2015,6월,차대사람,길가장자리구역통행중,420,9,428
2015,6월,차대사람,보도통행중,221,9,229
2015,6월,차대사람,기타/불명,1288,31,1327
2015,6월,차대차,충돌,6203,92,9698
2015,6월,차대차,기타/불명,3763,47,5614
2015,6월,차대차,진행중 추돌,2295,26,4086
2015,6월,차대차,주정차중 추돌,1580,17,2984
2015,6월,차량단독,전도/전복,220,26,248
2015,6월,차량단독,충돌,427,35,500
2015,6월,차량단독,추락,40,13,53
2015,6월,차량단독,기타이탈,35,6,54
2015,6월,차량단독,기타/불명,329,12,375
2015,7월,차대사람,횡단중,1462,59,1492
2015,7월,차대사람,차도통행중,314,7,323
2015,7월,차대사람,길가장자리구역통행중,324,7,327
2015,7월,차대사람,보도통행중,220,3,237
2015,7월,차대사람,기타/불명,1901,49,1940
2015,7월,차대차,충돌,6283,77,10179
2015,7월,차대차,기타/불명,4714,43,7092
2015,7월,차대차,진행중 추돌,2282,16,4107
2015,7월,차대차,주정차중 추돌,1683,15,3280
2015,7월,차량단독,전도/전복,176,24,203
2015,7월,차량단독,충돌,469,40,701
2015,7월,차량단독,추락,40,7,63
2015,7월,차량단독,기타이탈,26,2,38
2015,7월,차량단독,기타/불명,383,10,425
2015,7월,철길건널목,경보기 무시,1,0,2
2015,8월,차대사람,횡단중,1419,64,1450
2015,8월,차대사람,차도통행중,307,8,311
2015,8월,차대사람,길가장자리구역통행중,269,9,284
2015,8월,차대사람,보도통행중,216,5,227
2015,8월,차대사람,기타/불명,1758,40,1827
2015,8월,차대차,충돌,6221,84,10282
2015,8월,차대차,기타/불명,4637,37,7299
2015,8월,차대차,진행중 추돌,2358,43,4489
2015,8월,차대차,주정차중 추돌,1596,19,3136
2015,8월,차량단독,전도/전복,179,15,219
2015,8월,차량단독,충돌,442,53,566
2015,8월,차량단독,추락,44,9,56
2015,8월,차량단독,기타이탈,34,5,47
2015,8월,차량단독,기타/불명,384,14,425
2015,9월,차대사람,횡단중,1684,71,1711
2015,9월,차대사람,차도통행중,451,17,460
2015,9월,차대사람,길가장자리구역통행중,447,11,455
2015,9월,차대사람,보도통행중,265,3,286
2015,9월,차대사람,기타/불명,1585,28,1664
2015,9월,차대차,충돌,7048,92,11287
2015,9월,차대차,기타/불명,3778,35,5595
2015,9월,차대차,진행중 추돌,2828,44,5245
2015,9월,차대차,주정차중 추돌,1737,14,3373
2015,9월,차량단독,전도/전복,164,15,180
2015,9월,차량단독,충돌,368,38,492
2015,9월,차량단독,추락,44,8,54
2015,9월,차량단독,기타이탈,33,4,38
2015,9월,차량단독,기타/불명,378,7,415
2015,9월,철길건널목,차단기돌파,1,0,1
2015,10월,차대사람,횡단중,1787,95,1813
2015,10월,차대사람,차도통행중,407,19,404
2015,10월,차대사람,길가장자리구역통행중,435,19,430
2015,10월,차대사람,보도통행중,288,3,315
2015,10월,차대사람,기타/불명,1861,50,1900
2015,10월,차대차,충돌,7033,111,11335
2015,10월,차대차,기타/불명,4048,49,6124
2015,10월,차대차,진행중 추돌,2948,38,5442
2015,10월,차대차,주정차중 추돌,1782,15,3486
2015,10월,차량단독,전도/전복,158,18,200
2015,10월,차량단독,충돌,354,28,462
2015,10월,차량단독,추락,42,6,51
2015,10월,차량단독,기타이탈,30,5,34
2015,10월,차량단독,기타/불명,412,13,439
2015,10월,철길건널목,차단기돌파,1,1,0
2015,10월,철길건널목,기타/불명,1,0,1
2015,11월,차대사람,횡단중,2619,112,2672
2015,11월,차대사람,차도통행중,363,16,365
2015,11월,차대사람,길가장자리구역통행중,306,15,298
2015,11월,차대사람,보도통행중,233,4,248
2015,11월,차대사람,기타/불명,1401,36,1453
2015,11월,차대차,충돌,7655,70,12507
2015,11월,차대차,기타/불명,3103,25,4752
2015,11월,차대차,진행중 추돌,2740,37,4945
2015,11월,차대차,주정차중 추돌,1803,17,3385
2015,11월,차량단독,전도/전복,202,26,263
2015,11월,차량단독,충돌,356,41,447
2015,11월,차량단독,추락,25,2,31
2015,11월,차량단독,기타이탈,18,1,25
2015,11월,차량단독,기타/불명,346,8,382
2015,12월,차대사람,횡단중,3151,136,3196
2015,12월,차대사람,차도통행중,152,10,160
2015,12월,차대사람,길가장자리구역통행중,232,6,229
2015,12월,차대사람,보도통행중,112,1,119
2015,12월,차대사람,기타/불명,861,31,879
2015,12월,차대차,충돌,9607,87,16036
2015,12월,차대차,기타/불명,1751,35,2569
2015,12월,차대차,진행중 추돌,1538,27,2692
2015,12월,차대차,주정차중 추돌,1082,15,2081
2015,12월,차량단독,전도/전복,366,34,459
2015,12월,차량단독,충돌,162,14,212
2015,12월,차량단독,추락,6,2,4
2015,12월,차량단독,기타이탈,11,0,20
2015,12월,차량단독,기타/불명,258,4,280
2015,12월,철길건널목,차단기돌파,1,0,1
2016,전체,차대사람,횡단중,26823,1085,27431
2016,전체,차대사람,차도통행중,3622,146,3653
2016,전체,차대사람,길가장자리구역통행중,3544,65,3627
2016,전체,차대사람,보도통행중,1627,31,1726
2016,전체,차대사람,기타/불명,12873,335,13308
2016,전체,차대차,충돌,92895,992,150970
2016,전체,차대차,기타/불명,28091,291,41364
2016,전체,차대차,진행중 추돌,41023,483,76935
2016,전체,차량단독,전도/전복,4854,500,5832
2016,전체,차량단독,충돌,2196,240,2985
2016,전체,차량단독,추락,126,30,170
2016,전체,차량단독,기타이탈,137,16,232
2016,전체,차량단독,기타/불명,3100,78,3479
2016,전체,철길건널목,기타/불명,6,0,8
2016,1월,차대사람,횡단중,2278,89,2315
2016,1월,차대사람,차도통행중,312,9,318
2016,1월,차대사람,길가장자리구역통행중,273,5,275
2016,1월,차대사람,보도통행중,109,3,112
2016,1월,차대사람,기타/불명,901,15,942
2016,1월,차대차,충돌,7095,70,11891
2016,1월,차대차,기타/불명,1848,22,2810
2016,1월,차대차,진행중 추돌,3424,50,6636
2016,1월,차량단독,전도/전복,363,35,458
2016,1월,차량단독,충돌,203,30,263
2016,1월,차량단독,추락,8,4,11
2016,1월,차량단독,기타이탈,16,1,33
2016,1월,차량단독,기타/불명,236,3,258
2016,1월,철길건널목,기타/불명,1,0,1
2016,2월,차대사람,횡단중,2048,91,2077
2016,2월,차대사람,차도통행중,302,11,305
2016,2월,차대사람,길가장자리구역통행중,259,3,271
2016,2월,차대사람,보도통행중,100,5,105
2016,2월,차대사람,기타/불명,833,27,846
2016,2월,차대차,충돌,6511,66,10902
2016,2월,차대차,기타/불명,1742,15,2620
2016,2월,차대차,진행중 추돌,3133,26,6015
2016,2월,차량단독,전도/전복,366,24,446
2016,2월,차량단독,충돌,173,15,226
2016,2월,차량단독,추락,12,5,10
2016,2월,차량단독,기타이탈,7,0,13
2016,2월,차량단독,기타/불명,177,4,184
2016,2월,철길건널목,기타/불명,1,0,1
2016,3월,차대사람,횡단중,2140,77,2192
2016,3월,차대사람,차도통행중,336,10,337
2016,3월,차대사람,길가장자리구역통행중,323,3,330
2016,3월,차대사람,보도통행중,156,0,167
2016,3월,차대사람,기타/불명,1061,21,1090
2016,3월,차대차,충돌,7586,70,12180
2016,3월,차대차,기타/불명,2178,24,3225
2016,3월,차대차,진행중 추돌,3328,41,6059
2016,3월,차량단독,전도/전복,389,44,462
2016,3월,차량단독,충돌,167,14,226
2016,3월,차량단독,추락,7,1,10
2016,3월,차량단독,기타이탈,15,1,20
2016,3월,차량단독,기타/불명,260,4,311
2016,4월,차대사람,횡단중,2317,91,2395
2016,4월,차대사람,차도통행중,285,9,285
2016,4월,차대사람,길가장자리구역통행중,331,5,341
2016,4월,차대사람,보도통행중,179,3,186
2016,4월,차대사람,기타/불명,1140,19,1188
2016,4월,차대차,충돌,8248,82,13411
2016,4월,차대차,기타/불명,2471,22,3690
2016,4월,차대차,진행중 추돌,3511,39,6518
2016,4월,차량단독,전도/전복,472,41,586
2016,4월,차량단독,충돌,197,25,284
2016,4월,차량단독,추락,13,5,14
2016,4월,차량단독,기타이탈,9,2,13
2016,4월,차량단독,기타/불명,279,10,305
2016,5월,차대사람,횡단중,2321,74,2409
2016,5월,차대사람,차도통행중,294,9,301
2016,5월,차대사람,길가장자리구역통행중,319,4,332
2016,5월,차대사람,보도통행중,147,3,161
2016,5월,차대사람,기타/불명,1187,31,1231
2016,5월,차대차,충돌,8245,86,13181
2016,5월,차대차,기타/불명,2531,12,3636
2016,5월,차대차,진행중 추돌,3521,47,6708
2016,5월,차량단독,전도/전복,477,52,570
2016,5월,차량단독,충돌,209,17,279
2016,5월,차량단독,추락,13,2,19
2016,5월,차량단독,기타이탈,12,2,23
2016,5월,차량단독,기타/불명,278,8,322
2016,6월,차대사람,횡단중,2056,56,2142
2016,6월,차대사람,차도통행중,256,13,250
2016,6월,차대사람,길가장자리구역통행중,251,5,253
2016,6월,차대사람,보도통행중,140,1,151
2016,6월,차대사람,기타/불명,1051,28,1099
2016,6월,차대차,충돌,7856,80,12601
2016,6월,차대차,기타/불명,2280,28,3270
2016,6월,차대차,진행중 추돌,3144,38,5776
2016,6월,차량단독,전도/전복,450,42,538
2016,6월,차량단독,충돌,183,20,247
2016,6월,차량단독,추락,10,1,12
2016,6월,차량단독,기타이탈,13,1,19
2016,6월,차량단독,기타/불명,284,8,306
2016,6월,철길건널목,기타/불명,3,0,4
2016,7월,차대사람,횡단중,2047,69,2101
2016,7월,차대사람,차도통행중,308,9,320
2016,7월,차대사람,길가장자리구역통행중,273,6,282
2016,7월,차대사람,보도통행중,144,1,152
2016,7월,차대사람,기타/불명,1060,29,1102
2016,7월,차대차,충돌,8281,109,13601
2016,7월,차대차,기타/불명,2504,22,3591
2016,7월,차대차,진행중 추돌,3389,33,6274
2016,7월,차량단독,전도/전복,465,53,584
2016,7월,차량단독,충돌,202,19,262
2016,7월,차량단독,추락,9,1,16
2016,7월,차량단독,기타이탈,12,1,11
2016,7월,차량단독,기타/불명,261,6,290
2016,8월,차대사람,횡단중,1863,73,1892
2016,8월,차대사람,차도통행중,279,15,282
2016,8월,차대사람,길가장자리구역통행중,267,9,264
2016,8월,차대사람,보도통행중,141,1,149
2016,8월,차대사람,기타/불명,1105,19,1139
2016,8월,차대차,충돌,8001,75,13106
2016,8월,차대차,기타/불명,2480,23,3689
2016,8월,차대차,진행중 추돌,3383,44,6423
2016,8월,차량단독,전도/전복,403,42,488
2016,8월,차량단독,충돌,182,26,228
2016,8월,차량단독,추락,21,3,27
2016,8월,차량단독,기타이탈,10,2,28
2016,8월,차량단독,기타/불명,263,4,302
2016,9월,차대사람,횡단중,2053,101,2095
2016,9월,차대사람,차도통행중,285,10,289
2016,9월,차대사람,길가장자리구역통행중,255,3,267
2016,9월,차대사람,보도통행중,145,3,151
2016,9월,차대사람,기타/불명,1144,31,1177
2016,9월,차대차,충돌,7453,86,12022
2016,9월,차대차,기타/불명,2409,27,3622
2016,9월,차대차,진행중 추돌,3258,36,6091
2016,9월,차량단독,전도/전복,394,42,473
2016,9월,차량단독,충돌,161,23,212
2016,9월,차량단독,추락,11,4,8
2016,9월,차량단독,기타이탈,16,4,27
2016,9월,차량단독,기타/불명,299,5,327
2016,10월,차대사람,횡단중,2472,123,2518
2016,10월,차대사람,차도통행중,331,19,333
2016,10월,차대사람,길가장자리구역통행중,324,6,326
2016,10월,차대사람,보도통행중,136,3,146
2016,10월,차대사람,기타/불명,1200,34,1234
2016,10월,차대차,충돌,8171,97,13101
2016,10월,차대차,기타/불명,2666,38,3933
2016,10월,차대차,진행중 추돌,3714,41,6949
2016,10월,차량단독,전도/전복,409,45,455
2016,10월,차량단독,충돌,201,15,286
2016,10월,차량단독,추락,6,1,13
2016,10월,차량단독,기타이탈,7,2,6
2016,10월,차량단독,기타/불명,281,16,335
2016,11월,차대사람,횡단중,2582,119,2608
2016,11월,차대사람,차도통행중,320,19,321
2016,11월,차대사람,길가장자리구역통행중,349,7,361
2016,11월,차대사람,보도통행중,98,4,108
2016,11월,차대사람,기타/불명,1084,36,1132
2016,11월,차대차,충돌,7977,98,12783
2016,11월,차대차,기타/불명,2490,35,3632
2016,11월,차대차,진행중 추돌,3552,38,6639
2016,11월,차량단독,전도/전복,353,39,415
2016,11월,차량단독,충돌,147,15,184
2016,11월,차량단독,추락,9,2,12
2016,11월,차량단독,기타이탈,7,0,17
2016,11월,차량단독,기타/불명,266,4,308
2016,12월,차대사람,횡단중,2646,122,2687
2016,12월,차대사람,차도통행중,314,13,312
2016,12월,차대사람,길가장자리구역통행중,320,9,325
2016,12월,차대사람,보도통행중,132,4,138
2016,12월,차대사람,기타/불명,1107,45,1128
2016,12월,차대차,충돌,7471,73,12191
2016,12월,차대차,기타/불명,2492,23,3646
2016,12월,차대차,진행중 추돌,3666,50,6847
2016,12월,차량단독,전도/전복,313,41,357
2016,12월,차량단독,충돌,171,21,288
2016,12월,차량단독,추락,7,1,18
2016,12월,차량단독,기타이탈,13,0,22
2016,12월,차량단독,기타/불명,216,6,231
2016,12월,철길건널목,기타/불명,1,0,2
2017,전체,차대사람,횡단중,25381,974,26001
2017,전체,차대사람,차도통행중,3747,193,3714
2017,전체,차대사람,길가장자리구역통행중,3017,68,3075
2017,전체,차대사람,보도통행중,1621,36,1720
2017,전체,차대사람,기타/불명,12962,346,13317
2017,전체,차대차,충돌,90951,1006,146540
2017,전체,차대차,추돌,35560,439,67513
2017,전체,차대차,기타/불명,33554,282,49615
2017,전체,차량단독,전도/전복,3496,392,4122
2017,전체,차량단독,충돌,2307,273,3020
2017,전체,차량단독,추락,196,51,222
2017,전체,차량단독,기타이탈,144,21,162
2017,전체,차량단독,기타/불명,3396,103,3805
2017,전체,철길건널목,철길건널목,3,1,3
2017,1월,차대사람,횡단중,2433,121,2465
2017,1월,차대사람,차도통행중,259,13,255
2017,1월,차대사람,길가장자리구역통행중,246,4,249
2017,1월,차대사람,보도통행중,98,2,101
2017,1월,차대사람,기타/불명,807,25,831
2017,1월,차대차,충돌,7028,81,11889
2017,1월,차대차,추돌,3068,32,5920
2017,1월,차대차,기타/불명,2287,18,3452
2017,1월,차량단독,전도/전복,298,30,375
2017,1월,차량단독,충돌,211,20,290
2017,1월,차량단독,추락,13,5,17
2017,1월,차량단독,기타이탈,12,0,18
2017,1월,차량단독,기타/불명,210,2,237
2017,2월,차대사람,횡단중,2307,90,2369
2017,2월,차대사람,차도통행중,216,11,215
2017,2월,차대사람,길가장자리구역통행중,181,6,177
2017,2월,차대사람,보도통행중,71,1,79
2017,2월,차대사람,기타/불명,604,10,614
2017,2월,차대차,충돌,6438,62,10578
2017,2월,차대차,추돌,2516,37,4716
2017,2월,차대차,기타/불명,1879,16,2819
2017,2월,차량단독,전도/전복,293,26,339
2017,2월,차량단독,충돌,115,13,143
2017,2월,차량단독,추락,6,0,9
2017,2월,차량단독,기타이탈,9,1,8
2017,2월,차량단독,기타/불명,197,7,257
2017,3월,차대사람,횡단중,2545,70,2624
2017,3월,차대사람,차도통행중,252,9,248
2017,3월,차대사람,길가장자리구역통행중,211,4,220
2017,3월,차대사람,보도통행중,111,2,119
2017,3월,차대사람,기타/불명,752,19,770
2017,3월,차대차,충돌,7649,84,12193
2017,3월,차대차,추돌,2681,44,4952
2017,3월,차대차,기타/불명,2164,14,3125
2017,3월,차량단독,전도/전복,300,30,357
2017,3월,차량단독,충돌,150,12,189
2017,3월,차량단독,추락,7,1,7
2017,3월,차량단독,기타이탈,6,2,4
2017,3월,차량단독,기타/불명,219,4,238
2017,4월,차대사람,횡단중,2521,67,2614
2017,4월,차대사람,차도통행중,246,9,245
2017,4월,차대사람,길가장자리구역통행중,265,6,271
2017,4월,차대사람,보도통행중,102,1,114
2017,4월,차대사람,기타/불명,820,13,846
2017,4월,차대차,충돌,7888,89,12694
2017,4월,차대차,추돌,2707,25,5209
2017,4월,차대차,기타/불명,2366,12,3552
2017,4월,차량단독,전도/전복,387,43,481
2017,4월,차량단독,충돌,152,20,216
2017,4월,차량단독,추락,6,1,8
2017,4월,차량단독,기타이탈,7,1,9
2017,4월,차량단독,기타/불명,250,6,271
2017,5월,차대사람,횡단중,2527,78,2598
2017,5월,차대사람,차도통행중,258,16,251
2017,5월,차대사람,길가장자리구역통행중,234,4,233
2017,5월,차대사람,보도통행중,118,3,129
2017,5월,차대사람,기타/불명,876,21,903
2017,5월,차대차,충돌,8404,96,13479
2017,5월,차대차,추돌,2668,37,4960
2017,5월,차대차,기타/불명,2533,21,3661
2017,5월,차량단독,전도/전복,440,62,504
2017,5월,차량단독,충돌,146,17,208
2017,5월,차량단독,추락,18,5,25
2017,5월,차량단독,기타이탈,7,2,7
2017,5월,차량단독,기타/불명,273,4,310
2017,6월,차대사람,횡단중,2240,65,2323
2017,6월,차대사람,차도통행중,255,12,260
2017,6월,차대사람,길가장자리구역통행중,190,4,198
2017,6월,차대사람,보도통행중,120,5,125
2017,6월,차대사람,기타/불명,880,29,892
2017,6월,차대차,충돌,8128,81,12837
2017,6월,차대차,추돌,2710,28,5063
2017,6월,차대차,기타/불명,2636,20,3744
2017,6월,차량단독,전도/전복,409,47,441
2017,6월,차량단독,충돌,158,13,236
2017,6월,차량단독,추락,15,4,19
2017,6월,차량단독,기타이탈,11,2,9
2017,6월,차량단독,기타/불명,295,5,307
2017,7월,차대사람,횡단중,2183,82,2241
2017,7월,차대사람,차도통행중,240,13,236
2017,7월,차대사람,길가장자리구역통행중,173,6,172
2017,7월,차대사람,보도통행중,86,1,94
2017,7월,차대사람,기타/불명,818,25,856
2017,7월,차대차,충돌,8366,93,13581
2017,7월,차대차,추돌,2858,36,5344
2017,7월,차대차,기타/불명,2546,25,3748
2017,7월,차량단독,전도/전복,445,41,570
2017,7월,차량단독,충돌,158,22,205
2017,7월,차량단독,추락,7,3,5
2017,7월,차량단독,기타이탈,8,2,7
2017,7월,차량단독,기타/불명,269,7,303
2017,7월,철길건널목,철길건널목,1,1,0
2017,8월,차대사람,횡단중,1833,65,1875
2017,8월,차대사람,차도통행중,326,17,324
2017,8월,차대사람,길가장자리구역통행중,252,5,257
2017,8월,차대사람,보도통행중,167,3,174
2017,8월,차대사람,기타/불명,1134,25,1161
2017,8월,차대차,충돌,8349,103,13457
2017,8월,차대차,추돌,3056,32,5883
2017,8월,차대차,기타/불명,2690,21,3998
2017,8월,차량단독,전도/전복,323,33,381
2017,8월,차량단독,충돌,215,29,268
2017,8월,차량단독,추락,20,4,25
2017,8월,차량단독,기타이탈,13,4,21
2017,8월,차량단독,기타/불명,304,12,338
2017,9월,차대사람,횡단중,1655,75,1693
2017,9월,차대사람,차도통행중,448,18,449
2017,9월,차대사람,길가장자리구역통행중,329,11,339
2017,9월,차대사람,보도통행중,205,7,214
2017,9월,차대사람,기타/불명,1653,55,1704
2017,9월,차대차,충돌,8055,100,12647
2017,9월,차대차,추돌,3303,48,6195
2017,9월,차대차,기타/불명,3433,27,5182
2017,9월,차량단독,전도/전복,165,21,192
2017,9월,차량단독,충돌,212,29,277
2017,9월,차량단독,추락,36,8,36
2017,9월,차량단독,기타이탈,19,3,23
2017,9월,차량단독,기타/불명,378,17,420
2017,10월,차대사람,횡단중,1622,91,1650
2017,10월,차대사람,차도통행중,411,27,405
2017,10월,차대사람,길가장자리구역통행중,316,6,322
2017,10월,차대사람,보도통행중,171,2,182
2017,10월,차대사람,기타/불명,1580,46,1631
2017,10월,차대차,충돌,7003,82,11506
2017,10월,차대차,추돌,3232,43,6523
2017,10월,차대차,기타/불명,3710,37,5536
2017,10월,차량단독,전도/전복,159,21,186
2017,10월,차량단독,충돌,248,34,306
2017,10월,차량단독,추락,19,7,16
2017,10월,차량단독,기타이탈,20,3,21
2017,10월,차량단독,기타/불명,372,21,414
2017,11월,차대사람,횡단중,1749,91,1752
2017,11월,차대사람,차도통행중,397,22,387
2017,11월,차대사람,길가장자리구역통행중,309,7,309
2017,11월,차대사람,보도통행중,212,6,223
2017,11월,차대사람,기타/불명,1534,35,1571
2017,11월,차대차,충돌,7198,61,11316
2017,11월,차대차,추돌,3386,44,6462
2017,11월,차대차,기타/불명,3852,41,5639
2017,11월,차량단독,전도/전복,142,24,142
2017,11월,차량단독,충돌,227,27,269
2017,11월,차량단독,추락,29,8,32
2017,11월,차량단독,기타이탈,19,0,20
2017,11월,차량단독,기타/불명,323,13,350
2017,12월,차대사람,횡단중,1766,79,1797
2017,12월,차대사람,차도통행중,439,26,439
2017,12월,차대사람,길가장자리구역통행중,311,5,328
2017,12월,차대사람,보도통행중,160,3,166
2017,12월,차대사람,기타/불명,1504,43,1538
2017,12월,차대차,충돌,6445,74,10363
2017,12월,차대차,추돌,3375,33,6286
2017,12월,차대차,기타/불명,3458,30,5159
2017,12월,차량단독,전도/전복,135,14,154
2017,12월,차량단독,충돌,315,37,413
2017,12월,차량단독,추락,20,5,23
2017,12월,차량단독,기타이탈,13,1,15
2017,12월,차량단독,기타/불명,306,5,360
2017,12월,철길건널목,철길건널목,2,0,3
2018,전체,차대사람,횡단중,18390,794,18795
2018,전체,차대사람,차도통행중,4742,205,4739
2018,전체,차대사람,길가장자리구역통행중,3196,69,3270
2018,전체,차대사람,보도통행중,2194,41,2330
2018,전체,차대사람,기타/불명,16726,334,17322
2018,전체,차대차,충돌,85305,781,135917
2018,전체,차대차,추돌,36615,404,69144
2018,전체,차대차,기타/불명,40079,320,60076
2018,전체,차량단독,전도/전복,1432,135,1571
2018,전체,차량단독,충돌,3711,409,4607
2018,전체,차량단독,추락,457,110,496
2018,전체,차량단독,기타이탈,228,33,295
2018,전체,차량단독,기타/불명,4070,144,4469
2018,전체,철길건널목,철길건널목,3,2,6
2018,1월,차대사람,횡단중,1667,88,1707
2018,1월,차대사람,차도통행중,407,19,410
