시점,월별,시도별,사고건수,사망자수,부상자수
2017,10월,제주,331,6,530
2017,11월,서울,3375,28,4600
2017,11월,부산,958,19,1276
2017,11월,대구,1146,11,1667
2017,11월,인천,641,10,902
2017,11월,광주,647,10,1016
2017,11월,대전,700,5,1016
2017,11월,울산,381,4,551
2017,11월,세종,68,2,91
2017,11월,경기,4732,66,7234
2017,11월,강원,746,18,1137
2017,11월,충북,907,27,1448
2017,11월,충남,820,25,1208
2017,11월,전북,648,27,992
2017,11월,전남,920,41,1416
2017,11월,경북,1236,47,1852
2017,11월,경남,1060,34,1477
2017,11월,제주,392,5,589
2017,12월,서울,3179,30,4508
2017,12월,부산,982,12,1317
2017,12월,대구,1135,17,1639
2017,12월,인천,663,7,991
2017,12월,광주,647,8,1038
2017,12월,대전,685,11,1087
2017,12월,울산,429,10,582
2017,12월,세종,82,2,112
2017,12월,경기,4488,65,6722
2017,12월,강원,644,15,1035
2017,12월,충북,776,13,1224
2017,12월,충남,752,32,1179
2017,12월,전북,604,31,899
2017,12월,전남,819,33,1291
2017,12월,경북,1088,35,1616
2017,12월,경남,929,27,1279
2017,12월,제주,347,7,525
2018,전체,서울,38795,304,53751
2018,전체,부산,11937,123,16468
2018,전체,대구,13199,120,19332
2018,전체,인천,7632,113,10976
2018,전체,광주,7459,76,11977
2018,전체,대전,7554,93,11432
2018,전체,울산,3992,79,5777
2018,전체,세종,795,20,1142
2018,전체,경기,53448,678,81174
2018,전체,강원,7498,197,11922
2018,전체,충북,9618,224,15687
2018,전체,충남,8807,354,13283
2018,전체,전북,6929,246,10452
2018,전체,전남,9787,330,15680
2018,전체,경북,13966,409,20919
2018,전체,경남,11493,333,16454
2018,전체,제주,4239,82,6611
2018,1월,서울,3192,30,4490
2018,1월,부산,965,10,1325
2018,1월,대구,1044,11,1482
2018,1월,인천,694,14,991
2018,1월,광주,562,7,924
2018,1월,대전,547,11,805
2018,1월,울산,341,8,461
2018,1월,세종,57,4,88
2018,1월,경기,4405,61,6760
2018,1월,강원,588,13,937
2018,1월,충북,621,12,1040
2018,1월,충남,596,18,869
2018,1월,전북,533,20,796
2018,1월,전남,668,29,1129
2018,1월,경북,1023,24,1563
2018,1월,경남,859,21,1230
2018,1월,제주,331,11,548
2018,2월,서울,2973,28,4178
2018,2월,부산,859,9,1215
2018,2월,대구,908,13,1292
2018,2월,인천,636,9,979
2018,2월,광주,515,5,830
2018,2월,대전,567,7,882
2018,2월,울산,313,5,445
2018,2월,세종,73,0,115
2018,2월,경기,4327,44,6804
2018,2월,강원,522,9,913
2018,2월,충북,692,30,1135
2018,2월,충남,632,21,947
2018,2월,전북,489,19,786
2018,2월,전남,665,18,1052
2018,2월,경북,961,29,1470
2018,2월,경남,807,22,1132
2018,2월,제주,269,7,455
2018,3월,서울,3072,28,4288
2018,3월,부산,1019,15,1425
2018,3월,대구,1030,13,1490
2018,3월,인천,585,7,868
2018,3월,광주,607,5,973
2018,3월,대전,599,9,901
2018,3월,울산,364,10,468
2018,3월,세종,81,4,106
2018,3월,경기,3932,56,5925
2018,3월,강원,526,19,821
2018,3월,충북,763,8,1214
2018,3월,충남,713,39,1048
2018,3월,전북,549,12,766
2018,3월,전남,762,27,1204
2018,3월,경북,1097,25,1609
2018,3월,경남,952,28,1349
2018,3월,제주,371,5,560
2018,4월,서울,3219,24,4375
2018,4월,부산,963,12,1317
2018,4월,대구,1105,9,1660
2018,4월,인천,613,10,885
2018,4월,광주,598,9,940
2018,4월,대전,622,8,877
2018,4월,울산,330,7,518
2018,4월,세종,88,2,112
2018,4월,경기,4327,52,6593
2018,4월,강원,593,19,901
2018,4월,충북,821,18,1344
2018,4월,충남,773,30,1173
2018,4월,전북,605,20,877
2018,4월,전남,841,23,1362
2018,4월,경북,1204,29,1839
2018,4월,경남,958,25,1366
2018,4월,제주,332,6,504
2018,5월,서울,3454,22,4795
2018,5월,부산,1016,11,1456
2018,5월,대구,1165,13,1708
2018,5월,인천,666,2,955
2018,5월,광주,645,6,1010
2018,5월,대전,630,11,940
2018,5월,울산,318,9,460
2018,5월,세종,76,2,120
2018,5월,경기,4445,60,6751
2018,5월,강원,662,14,1025
2018,5월,충북,787,20,1303
2018,5월,충남,799,21,1290
2018,5월,전북,599,23,929
2018,5월,전남,843,32,1376
2018,5월,경북,1212,38,1819
2018,5월,경남,968,23,1364
2018,5월,제주,351,2,533
2018,6월,서울,3253,21,4452
2018,6월,부산,969,6,1297
2018,6월,대구,1116,6,1596
2018,6월,인천,606,4,869
2018,6월,광주,618,5,1059
2018,6월,대전,645,5,1036
2018,6월,울산,337,6,476
2018,6월,세종,69,3,106
2018,6월,경기,4397,56,6441
2018,6월,강원,635,13,983
2018,6월,충북,818,20,1328
2018,6월,충남,725,18,1056
2018,6월,전북,569,19,864
2018,6월,전남,798,23,1297
2018,6월,경북,1169,27,1691
2018,6월,경남,967,30,1408
2018,6월,제주,391,4,615
2018,7월,서울,3321,29,4588
2018,7월,부산,1030,14,1487
2018,7월,대구,1152,10,1717
2018,7월,인천,671,13,919
2018,7월,광주,639,7,1093
2018,7월,대전,617,4,942
2018,7월,울산,297,5,435
2018,7월,세종,62,0,85
2018,7월,경기,4610,51,7132
2018,7월,강원,663,14,1089
2018,7월,충북,855,20,1385
2018,7월,충남,745,26,1125
2018,7월,전북,555,27,815
2018,7월,전남,863,22,1422
2018,7월,경북,1240,33,1868
2018,7월,경남,996,31,1416
2018,7월,제주,383,9,586
2018,8월,서울,3203,27,4528
2018,8월,부산,1021,9,1354
2018,8월,대구,1130,11,1682
2018,8월,인천,598,12,893
2018,8월,광주,639,5,1064
2018,8월,대전,673,6,1022
2018,8월,울산,328,8,465
2018,8월,세종,52,1,85
2018,8월,경기,4359,67,6724
2018,8월,강원,717,20,1208
2018,8월,충북,841,23,1327
2018,8월,충남,756,30,1121
2018,8월,전북,585,19,934
2018,8월,전남,859,37,1382
2018,8월,경북,1236,41,1934
2018,8월,경남,961,35,1399
2018,8월,제주,377,6,627
2018,9월,서울,3144,20,4335
2018,9월,부산,1007,13,1428
2018,9월,대구,1122,8,1690
2018,9월,인천,679,10,976
2018,9월,광주,643,4,1009
2018,9월,대전,623,9,942
2018,9월,울산,318,6,492
2018,9월,세종,50,4,61
2018,9월,경기,4504,59,6970
2018,9월,강원,683,20,1109
2018,9월,충북,820,20,1437
2018,9월,충남,767,45,1162
2018,9월,전북,623,25,977
2018,9월,전남,857,34,1357
2018,9월,경북,1223,39,1864
2018,9월,경남,970,30,1396
2018,9월,제주,338,2,546
2018,10월,서울,3500,21,4752
2018,10월,부산,1029,13,1369
2018,10월,대구,1131,9,1666
2018,10월,인천,674,13,980
2018,10월,광주,666,12,1053
2018,10월,대전,684,11,1028
2018,10월,울산,390,4,595
2018,10월,세종,65,0,90
2018,10월,경기,4845,61,7178
2018,10월,강원,678,21,1027
2018,10월,충북,881,17,1397
2018,10월,충남,831,40,1242
2018,10월,전북,652,26,957
2018,10월,전남,984,26,1512
2018,10월,경북,1282,61,1894
2018,10월,경남,1091,28,1564
2018,10월,제주,355,10,532
2018,11월,서울,3243,30,4499
2018,11월,부산,1039,4,1422
2018,11월,대구,1198,4,1761
2018,11월,인천,611,11,828
2018,11월,광주,672,7,1009
2018,11월,대전,709,6,1068
2018,11월,울산,336,8,495
2018,11월,세종,65,0,91
2018,11월,경기,4765,46,7141
2018,11월,강원,654,14,1034
2018,11월,충북,934,18,1484
2018,11월,충남,742,35,1157
2018,11월,전북,626,20,940
2018,11월,전남,843,28,1319
2018,11월,경북,1200,26,1724
2018,11월,경남,990,28,1422
2018,11월,제주,402,13,606
2018,12월,서울,3221,24,4471
2018,12월,부산,1020,7,1373
2018,12월,대구,1098,13,1588
2018,12월,인천,599,8,833
2018,12월,광주,655,4,1013
2018,12월,대전,638,6,989
2018,12월,울산,320,3,467
2018,12월,세종,57,0,83
2018,12월,경기,4532,65,6755
2018,12월,강원,577,21,875
2018,12월,충북,785,18,1293
2018,12월,충남,728,31,1093
2018,12월,전북,544,16,811
2018,12월,전남,804,31,1268
2018,12월,경북,1119,37,1644
2018,12월,경남,974,32,1408
2018,12월,제주,339,7,499
2019,전체,서울,39258,250,53904
2019,전체,부산,12992,116,17832
2019,전체,대구,14536,112,21598
2019,전체,인천,8698,118,12258
2019,전체,광주,8169,49,13076
2019,전체,대전,8337,77,12649
2019,전체,울산,4347,55,6301
2019,전체,세종,922,15,1301
2019,전체,경기,55463,631,84508
2019,전체,강원,7554,185,11752
2019,전체,충북,9538,188,15539
2019,전체,충남,9404,308,14087
2019,전체,전북,7615,238,11651
2019,전체,전남,10877,294,17905
2019,전체,경북,14648,354,21970
2019,전체,경남,12830,293,18563
2019,전체,제주,4412,66,6818
2019,1월,서울,2983,25,4134
2019,1월,부산,996,11,1372
2019,1월,대구,1035,10,1455
2019,1월,인천,591,15,833
2019,1월,광주,581,2,910
2019,1월,대전,604,6,917
2019,1월,울산,287,3,401
2019,1월,세종,66,0,90
2019,1월,경기,4093,70,6087
2019,1월,강원,535,18,858
2019,1월,충북,681,15,1085
2019,1월,충남,586,27,818
2019,1월,전북,491,14,733
2019,1월,전남,793,23,1259
2019,1월,경북,1017,30,1523
2019,1월,경남,868,20,1246
2019,1월,제주,345,7,548
2019,2월,서울,2482,13,3368
2019,2월,부산,951,6,1366
2019,2월,대구,961,9,1453
2019,2월,인천,532,3,801
2019,2월,광주,511,4,858
2019,2월,대전,590,6,887
2019,2월,울산,273,3,392
2019,2월,세종,67,0,94
2019,2월,경기,3582,46,5655
2019,2월,강원,457,10,761
2019,2월,충북,581,9,1015
2019,2월,충남,582,15,935
2019,2월,전북,516,17,853
2019,2월,전남,678,17,1152
2019,2월,경북,865,26,1370
2019,2월,경남,816,15,1178
2019,2월,제주,308,4,474
2019,3월,서울,3099,22,4223
2019,3월,부산,1067,6,1462
2019,3월,대구,1200,10,1764
2019,3월,인천,655,7,961
2019,3월,광주,633,3,1005
2019,3월,대전,670,4,1006
2019,3월,울산,336,6,454
2019,3월,세종,83,2,106
2019,3월,경기,4335,50,6658
2019,3월,강원,557,12,849
2019,3월,충북,771,11,1269
2019,3월,충남,721,18,1110
2019,3월,전북,592,17,888
2019,3월,전남,847,24,1332
2019,3월,경북,1121,30,1687
2019,3월,경남,1069,21,1585
2019,3월,제주,377,9,549
2019,4월,서울,3283,14,4500
2019,4월,부산,1100,9,1542
2019,4월,대구,1249,10,1845
2019,4월,인천,738,13,1025
2019,4월,광주,692,1,1087
2019,4월,대전,697,5,1029
2019,4월,울산,355,7,521
2019,4월,세종,77,1,115
2019,4월,경기,4535,52,6910
2019,4월,강원,582,19,861
2019,4월,충북,794,23,1245
2019,4월,충남,759,21,1107
2019,4월,전북,623,16,1018
2019,4월,전남,911,28,1609
2019,4월,경북,1198,31,1808
2019,4월,경남,1139,27,1647
2019,4월,제주,372,9,569
2019,5월,서울,3497,24,4886
2019,5월,부산,1127,14,1521
2019,5월,대구,1282,8,1891
2019,5월,인천,782,14,1087
2019,5월,광주,724,3,1209
2019,5월,대전,816,10,1216
2019,5월,울산,408,3,587
2019,5월,세종,75,2,99
2019,5월,경기,4985,60,7666
2019,5월,강원,651,15,1016
2019,5월,충북,878,21,1427
2019,5월,충남,864,19,1254
2019,5월,전북,713,23,1098
2019,5월,전남,1001,31,1677
2019,5월,경북,1397,29,2113
2019,5월,경남,1184,25,1709
2019,5월,제주,395,4,621
2019,6월,서울,3290,20,4542
2019,6월,부산,1014,9,1425
2019,6월,대구,1226,11,1848
2019,6월,인천,681,9,946
2019,6월,광주,652,7,1024
2019,6월,대전,684,3,1037
2019,6월,울산,366,5,555
2019,6월,세종,83,3,101
2019,6월,경기,4513,45,6950
2019,6월,강원,621,9,959
2019,6월,충북,802,24,1290
2019,6월,충남,826,30,1265
2019,6월,전북,651,20,967
2019,6월,전남,906,24,1485
2019,6월,경북,1269,32,1898
2019,6월,경남,1057,22,1539
2019,6월,제주,327,6,484
2019,7월,서울,3311,15,4446
2019,7월,부산,1159,13,1552
2019,7월,대구,1168,9,1739
2019,7월,인천,759,12,1079
2019,7월,광주,658,5,1077
2019,7월,대전,706,10,1054
2019,7월,울산,376,2,566
2019,7월,세종,76,1,122
2019,7월,경기,4569,38,6859
2019,7월,강원,712,19,1083
2019,7월,충북,797,14,1308
2019,7월,충남,804,26,1233
2019,7월,전북,622,15,908
2019,7월,전남,872,16,1419
2019,7월,경북,1199,24,1784
2019,7월,경남,1071,20,1579
2019,7월,제주,375,2,545
2019,8월,서울,3447,22,4765
2019,8월,부산,1128,9,1525
2019,8월,대구,1196,6,1813
2019,8월,인천,743,9,1065
2019,8월,광주,690,8,1100
2019,8월,대전,731,7,1138
2019,8월,울산,375,3,555
2019,8월,세종,79,1,115
2019,8월,경기,4670,37,7286
2019,8월,강원,774,13,1272
2019,8월,충북,851,17,1377
2019,8월,충남,833,23,1271
2019,8월,전북,705,23,1162
2019,8월,전남,943,24,1547
2019,8월,경북,1302,24,1961
2019,8월,경남,1120,22,1749
2019,8월,제주,405,5,657
2019,9월,서울,3313,25,4550
2019,9월,부산,1054,8,1421
2019,9월,대구,1217,11,1827
2019,9월,인천,736,12,996
2019,9월,광주,743,3,1178
2019,9월,대전,658,7,1028
2019,9월,울산,364,3,525
2019,9월,세종,76,1,115
2019,9월,경기,4626,55,6991
2019,9월,강원,640,22,991
2019,9월,충북,822,10,1312
2019,9월,충남,802,23,1262
2019,9월,전북,637,22,1006
2019,9월,전남,924,24,1525
2019,9월,경북,1239,28,1840
2019,9월,경남,1128,27,1596
2019,9월,제주,352,6,583
2019,10월,서울,3634,31,5053
2019,10월,부산,1201,8,1638
2019,10월,대구,1372,5,2019
2019,10월,인천,829,12,1177
2019,10월,광주,726,4,1122
2019,10월,대전,777,5,1206
2019,10월,울산,417,8,563
2019,10월,세종,90,1,130
2019,10월,경기,5392,61,8209
2019,10월,강원,704,16,1069
2019,10월,충북,902,17,1471
2019,10월,충남,916,42,1332
2019,10월,전북,721,31,1055
2019,10월,전남,1087,31,1711
2019,10월,경북,1367,30,2065
2019,10월,경남,1150,30,1604
2019,10월,제주,405,5,626
2019,11월,서울,3669,14,4933
2019,11월,부산,1100,14,1466
2019,11월,대구,1372,14,2113
2019,11월,인천,854,5,1190
2019,11월,광주,797,6,1289
2019,11월,대전,718,9,1096
2019,11월,울산,407,3,579
2019,11월,세종,82,3,107
2019,11월,경기,5226,54,7859
2019,11월,강원,688,16,1071
2019,11월,충북,892,13,1463
2019,11월,충남,947,33,1357
2019,11월,전북,706,23,1041
2019,11월,전남,1030,23,1699
2019,11월,경북,1462,29,2107
2019,11월,경남,1186,31,1670
2019,11월,제주,381,7,583
2019,12월,서울,3250,25,4504
2019,12월,부산,1095,9,1542
2019,12월,대구,1258,9,1831
2019,12월,인천,798,7,1098
2019,12월,광주,762,3,1217
2019,12월,대전,686,5,1035
2019,12월,울산,383,9,603
2019,12월,세종,68,0,107
2019,12월,경기,4937,63,7378
2019,12월,강원,633,16,962
2019,12월,충북,767,14,1277
2019,12월,충남,764,31,1143
2019,12월,전북,638,17,922
2019,12월,전남,885,29,1490
2019,12월,경북,1212,41,1814
2019,12월,경남,1042,33,1461
2019,12월,제주,370,2,579
2020,전체,서울,35227,219,47513
2020,전체,부산,11913,100,16347
2020,전체,대구,12940,112,18974
2020,전체,인천,8505,91,11950
2020,전체,광주,7718,63,12293
2020,전체,대전,7215,66,10636
2020,전체,울산,3834,51,5444
2020,전체,세종,813,7,1076
2020,전체,경기,52391,612,77679
2020,전체,강원,7039,133,10779
2020,전체,충북,8398,171,13238
2020,전체,충남,8952,261,13381
2020,전체,전북,6451,220,9778
2020,전체,전남,9816,273,15645
2020,전체,경북,12673,354,18723
2020,전체,경남,11739,280,16607
2020,전체,제주,4030,68,6131
2020,1월,서울,2788,18,3944
2020,1월,부산,1022,14,1454
2020,1월,대구,1102,6,1614
2020,1월,인천,635,2,910
2020,1월,광주,673,5,1144
2020,1월,대전,566,8,866
2020,1월,울산,333,4,460
2020,1월,세종,73,0,109
2020,1월,경기,4081,71,6313
2020,1월,강원,617,5,990
2020,1월,충북,648,10,1026
2020,1월,충남,714,27,1071
2020,1월,전북,573,20,854
2020,1월,전남,836,20,1326
2020,1월,경북,1030,29,1527
2020,1월,경남,928,30,1321
2020,1월,제주,349,8,513
2020,2월,서울,2999,20,3980
2020,2월,부산,925,5,1281
2020,2월,대구,917,8,1303
2020,2월,인천,783,6,1078
2020,2월,광주,596,5,937
2020,2월,대전,600,5,876
2020,2월,울산,286,6,410
2020,2월,세종,66,0,84
2020,2월,경기,4213,52,6313
2020,2월,강원,501,4,730
2020,2월,충북,630,9,1006
2020,2월,충남,619,17,900
2020,2월,전북,482,16,743
2020,2월,전남,709,21,1123
2020,2월,경북,858,23,1259
2020,2월,경남,819,24,1147
2020,2월,제주,282,1,388
2020,3월,서울,2561,21,3385
2020,3월,부산,870,5,1172
2020,3월,대구,778,4,1229
2020,3월,인천,610,5,872
2020,3월,광주,595,6,964
2020,3월,대전,535,6,782
2020,3월,울산,293,4,404
2020,3월,세종,74,3,83
2020,3월,경기,3730,52,5610
2020,3월,강원,478,9,707
2020,3월,충북,597,16,924
2020,3월,충남,586,26,875
2020,3월,전북,489,18,746
2020,3월,전남,764,20,1210
2020,3월,경북,801,17,1168
2020,3월,경남,883,22,1260
2020,3월,제주,305,5,432
2020,4월,서울,2724,17,3724
2020,4월,부산,933,10,1283
2020,4월,대구,975,11,1460
2020,4월,인천,647,4,951
2020,4월,광주,620,7,989
2020,4월,대전,593,6,868
2020,4월,울산,307,10,448
2020,4월,세종,46,0,64
2020,4월,경기,4129,41,6172
2020,4월,강원,505,8,759
2020,4월,충북,697,14,1087
2020,4월,충남,651,19,1031
2020,4월,전북,511,11,748
2020,4월,전남,705,11,1107
2020,4월,경북,959,21,1381
2020,4월,경남,915,17,1292
2020,4월,제주,269,6,417
2020,5월,서울,3139,18,4294
2020,5월,부산,1039,10,1456
2020,5월,대구,1129,9,1640
2020,5월,인천,748,7,1083
2020,5월,광주,673,7,1083
2020,5월,대전,638,8,954
2020,5월,울산,299,2,404
2020,5월,세종,62,1,87
2020,5월,경기,4522,45,6735
2020,5월,강원,618,10,934
2020,5월,충북,699,11,1132
2020,5월,충남,786,18,1192
2020,5월,전북,544,17,828
2020,5월,전남,874,25,1453
2020,5월,경북,1097,41,1636
2020,5월,경남,992,19,1396
2020,5월,제주,325,6,484
2020,6월,서울,3189,15,4372
2020,6월,부산,1045,6,1423
2020,6월,대구,1151,12,1710
2020,6월,인천,721,8,1048
2020,6월,광주,723,1,1162
2020,6월,대전,644,6,907
2020,6월,울산,334,6,491
2020,6월,세종,61,0,81
2020,6월,경기,4673,55,6881
2020,6월,강원,684,10,1046
2020,6월,충북,755,8,1222
2020,6월,충남,827,17,1229
2020,6월,전북,580,18,897
2020,6월,전남,963,29,1568
2020,6월,경북,1181,33,1736
2020,6월,경남,1149,24,1605
2020,6월,제주,337,6,502
2020,7월,서울,3162,15,4319
2020,7월,부산,1055,10,1469
2020,7월,대구,1170,8,1714
2020,7월,인천,763,7,1080
2020,7월,광주,577,3,930
2020,7월,대전,636,6,908
2020,7월,울산,320,5,467
2020,7월,세종,57,1,79
2020,7월,경기,4645,48,6907
2020,7월,강원,630,13,1035
2020,7월,충북,721,12,1096
2020,7월,충남,754,24,1116
2020,7월,전북,553,21,876
2020,7월,전남,764,17,1247
2020,7월,경북,1138,29,1704
2020,7월,경남,987,17,1437
2020,7월,제주,370,4,585
2020,8월,서울,2926,19,3948
2020,8월,부산,1029,7,1415
2020,8월,대구,1136,17,1686
2020,8월,인천,715,6,1022
2020,8월,광주,642,6,1019
2020,8월,대전,564,6,840
2020,8월,울산,339,2,502
2020,8월,세종,51,0,65
2020,8월,경기,4142,55,6211
2020,8월,강원,627,18,994
2020,8월,충북,721,20,1123
2020,8월,충남,766,25,1174
2020,8월,전북,537,20,876
2020,8월,전남,831,28,1342
2020,8월,경북,1140,40,1787
2020,8월,경남,1064,22,1605
2020,8월,제주,386,4,655
2020,9월,서울,2991,21,4035
2020,9월,부산,954,13,1239
2020,9월,대구,1215,18,1733
2020,9월,인천,711,11,948
2020,9월,광주,633,4,942
2020,9월,대전,624,5,927
2020,9월,울산,309,3,434
2020,9월,세종,94,0,126
2020,9월,경기,4504,62,6496
2020,9월,강원,629,17,916
2020,9월,충북,759,23,1184
2020,9월,충남,829,21,1203
2020,9월,전북,579,20,856
2020,9월,전남,869,24,1358
2020,9월,경북,1086,26,1566
2020,9월,경남,986,24,1370
2020,9월,제주,352,9,506
2020,10월,서울,3122,20,4143
2020,10월,부산,1064,7,1498
2020,10월,대구,1238,9,1809
2020,10월,인천,730,15,992
2020,10월,광주,705,8,1117
2020,10월,대전,614,2,923
2020,10월,울산,331,3,485
2020,10월,세종,79,1,110
2020,10월,경기,4731,53,7011
2020,10월,강원,652,14,1002
2020,10월,충북,802,18,1338
2020,10월,충남,921,28,1358
2020,10월,전북,612,22,886
2020,10월,전남,924,30,1477
2020,10월,경북,1226,41,1828
2020,10월,경남,1103,33,1550
2020,10월,제주,401,5,663
2020,11월,서울,3007,19,3926
2020,11월,부산,1054,6,1470
2020,11월,대구,1117,4,1668
2020,11월,인천,771,13,1055
2020,11월,광주,651,8,1033
2020,11월,대전,650,7,982
2020,11월,울산,365,4,512
2020,11월,세종,79,0,102
2020,11월,경기,4710,46,6934
2020,11월,강원,609,12,954
2020,11월,충북,768,15,1199
2020,11월,충남,774,24,1152
2020,11월,전북,556,21,835
2020,11월,전남,799,16,1220
2020,11월,경북,1150,26,1696
2020,11월,경남,1015,28,1391
2020,11월,제주,363,12,569
2020,12월,서울,2619,16,3443
2020,12월,부산,923,7,1187
2020,12월,대구,1012,6,1408
2020,12월,인천,671,7,911
2020,12월,광주,630,3,973
2020,12월,대전,551,1,803
2020,12월,울산,318,2,427
2020,12월,세종,71,1,86
2020,12월,경기,4311,32,6096
2020,12월,강원,489,13,712
2020,12월,충북,601,15,901
2020,12월,충남,725,15,1080
2020,12월,전북,435,16,633
2020,12월,전남,778,32,1214
2020,12월,경북,1007,28,1435
2020,12월,경남,898,20,1233
2020,12월,제주,291,2,417
